Ticker,Name,Exchange
TAP,Molson Coors Brewing Company,NYSE
TARO,Taro Pharm Inds #,NYSE
TBI,Trueblue Inc,NYSE
TC,Thompson Creek Metals Company Inc.,NYSE
TCI,Transcontinental Realty Investors,NYSE
TD,Toronto Dominion Bank,NYSE
TDC,Teradata Corp.,NYSE
TDF,Templeton Dragon Fund,NYSE
TDG,Transdigm Group Inc.,NYSE
TDS,Telephone And Data Systems,NYSE
TDW,Tidewater Inc.,NYSE
TDY,Teledyne Technologies Inc.,NYSE
TEF,Telefonica Sa,NYSE
TEI,Templeton Emerging Markets,NYSE
TEL,Te Connectivity Ltd,NYSE
TEO,Telecom Argentina Stet - France Telecom,NYSE
TER,Teradyne,NYSE
TEVA,Teva Pharmaceutical Industries Limited,NYSE
TEX,Terex Corp.,NYSE
TFG,Fixed Income Trust For Goldman,NYSE
TFX,Teleflex Inc.,NYSE
TG,Tredegar Corp.,NYSE
TGH,Textainer Group Holdings,NYSE
TGI,Triumph Group,NYSE
TGS,Transportadora De Gas Sa Ord B,NYSE
TGT,Target Corp.,NYSE
THC,Tenet Healthcare Corp.,NYSE
THG,The Hanover Insurance Group,NYSE
THO,Thor Industries,NYSE
THR,Thermon Group Holdings Inc.,NYSE
THS,Treehouse Foods,NYSE
TISI,Team,NYSE
TJX,Tjx Companies,NYSE
TK,Teekay Shipping Corp.,NYSE
TKC,Turkcell Iletisim Hizmetleri As,NYSE
TKR,Timken Company,NYSE
TLK,P.T. Telekomunikasi Indonesia Tbk.,NYSE
TLYS,Tilly's Inc.,NYSE
TM,Toyota Motor Corp Ltd Ord,NYSE
TMHC,Taylor Morrison Home Corporatio,NYSE
TMO,Thermo Fisher Scientific Inc,NYSE
TMUS,T-Mobile US Inc.,NYSE
TNC,Tennant Company,NYSE
TNK,Teekay Tankers Ltd,NYSE
TNP,Tsakos Energy Navigation Ltd,NYSE
TOL,Toll Brothers Inc.,NYSE
TPC,Tutor Perini Corp.,NYSE
TPH,Tri Pointe Homes Inc. Common S,NYSE
TPL,Texas Pacific Land Trust,NYSE
TPX,Tempur-Pedic International Inc,NYSE
TPZ,Tortoise Power And Energy,NYSE
TR,Tootsie Roll Industries,NYSE
TRC,Tejon Ranch Company,NYSE
TREX,Trex Company,NYSE
TRGP,Targa Resources,NYSE
TRI,Thomson Reuters Corp,NYSE
TRMR,Tremor Video Inc.,NYSE
TRN,Trinity Industries,NYSE
TRNO,Terreno Realty Corp.,NYSE
TROX,Tronox Inc,NYSE
TRP,Transcananda Pipelines,NYSE
TRV,The Travelers Companies Inc,NYSE
TS,Tenaris S.A.,NYSE
TSI,Tcw Strategic,NYSE
TSL,Trina Solar Limited,NYSE
TSM,Taiwan Semiconductor Manufacturing,NYSE
TSN,Tyson Foods,NYSE
TTC,Toro Company,NYSE
TTI,Tetra Technologies,NYSE
TTP,Tortoise Pipeline & Energy Fund,NYSE
TU,Telus Corp. Non Voting Shares,NYSE
TUP,Tupperware Corp.,NYSE
TV,Grupo Televisa S.A.,NYSE
TVC,Tennessee Valley Authority,NYSE
TVE,Tennessee Valley Authority,NYSE
TW,Towers Watson & Co,NYSE
TWI,Titan International,NYSE
TWN,Taiwan Fund,NYSE
TWO,Two Harbors Investments Corp,NYSE
TX,Ternium S.A.,NYSE
TXT,Textron Inc.,NYSE
TY,Tri Continental Corp.,NYSE
TYG,Tortoise Energy Infrastructure Corp.,NYSE
TYL,Tyler Technologies,NYSE
UA,Under Armour,NYSE
UAL,United Continental Holdings,NYSE
UAN,Cvr Partners Lp Common Units R,NYSE
UBA,Urstadt Biddle Properties Inc.,NYSE
UBP,Urstadt Biddle Properties Inc.,NYSE
UBS,UBS Ag,NYSE
UDR,United Dominion Realty Trust,NYSE
UFI,Unifi,NYSE
UGI,Ugi Corp.,NYSE
UGP,Ultrapar Participacoes S.A.,NYSE
UHS,Universal Health Services,NYSE
UHT,Universal Health Realty Income Trust,NYSE
UIS,Unisys Corp.,NYSE
UL,Unilever Plc,NYSE
UMC,United Microelectronics Corp.,NYSE
UMH,Umh Properties,NYSE
UNF,Unifirst Corp.,NYSE
UNH,Unitedhealth Group Inc.,NYSE
UNM,Unumprovident Corp.,NYSE
UNP,Union Pacific Corp.,NYSE
UPS,United Parcel Service,NYSE
URI,United Rentals,NYSE
USA,Liberty All-Star Equity Fund,NYSE
USAC,USA Compression Partners Lp,NYSE
USB,U.S. Bancorp,NYSE
USM,United States Cellular Corp.,NYSE
USNA,Usana Health Sciences Inc.,NYSE
USPH,U.S. Physical Therapy,NYSE
UTF,Cohen & Steers Infrastructure Fund,NYSE
UTI,Universal Technical Institute Inc,NYSE
UTL,Unitil Corp.,NYSE
UVV,Universal Corp.,NYSE
V,Visa Inc.,NYSE
VAC,Marriot Vacations Worldwide Cor,NYSE
VAL,Valspar Corp.,NYSE
VALE,Vale S.A.,NYSE
VBF,Invesco Van Kampen Bond Fund,NYSE
VC,Visteon Corp.,NYSE
WAB,Wabtec Corp.,NYSE
WAL,Western Alliance Bancorporation,NYSE
WAT,Waters Corp.,NYSE
WBS,Webster Financial Corp.,NYSE
X,United States Steel Corp.,NYSE
XEL,Xcel Energy Inc.,NYSE
XIN,Xinyuan Real Estate Co Ltd,NYSE
XOM,Exxon Mobil Corp.,NYSE
XPO,Express-1 Expedited Solutions,NYSE
XRX,Xerox Corp.,NYSE
XYL,Xylem Inc. Common Stock New Whe,NYSE
YELP,Yelp Inc.,NYSE
YPF,Ypf Sociedad Anonima,NYSE
YUM,Yum! Brands,NYSE
ZTR,Zweig Total Return Fund,NYSE
ZTS,Zoetis Inc. Class A Common Stoc,NYSE
AAME,Atlantic American Corp.,NASDAQ
AAON,Aaon,NASDAQ
AAPL,Apple Inc.,NASDAQ
AAXJ,All Country Asia Ex Jpn Idx MSCI Ishares,NASDAQ
ABCB,Ameris Bancorp,NASDAQ
ABIO,Arca Biopharma,NASDAQ
ACAD,Acadia Pharmaceuticals Inc.,NASDAQ
ACET,Aceto Corp.,NASDAQ
ACFN,Acorn Energy,NASDAQ
ACGL,Arch Capital Group Ltd,NASDAQ
ACHC,Acadia Healthcare Company Inc.,NASDAQ
ACHN,Achillion Pharmaceuticals,NASDAQ
ACIW,Aci Worldwide,NASDAQ
ACLS,Axcelis Technologies,NASDAQ
ACNB,Acnb Corp.,NASDAQ
ACOR,Acorda Therapeutics,NASDAQ
ACRX,Acelrx Pharmaceuticals,NASDAQ
ACST,Acasti Pharma Inc,NASDAQ
ACTG,Acacia Research Corp.,NASDAQ
ACUR,Acura Pharmaceuticals,NASDAQ
ACWI,ACWI Index MSCI Ishares,NASDAQ
ACWX,ACWI Ex-US Index MSCI Ishares,NASDAQ
ADBE,Adobe Systems Incorporated,NASDAQ
ADES,Ada-Es,NASDAQ
ADI,Analog Devices,NASDAQ
ADP,Automatic Data Processing,NASDAQ
ADSK,Autodesk,NASDAQ
ADTN,Adtran,NASDAQ
ADUS,Addus Homecare Corp.,NASDAQ
AEHR,Aehr Test Systems,NASDAQ
AEIS,Advanced Energy Industries,NASDAQ
AEY,Addvantage Technologies Group,NASDAQ
AEZS,Aeterna Zentaris,NASDAQ
AGEN,Agenus Inc.,NASDAQ
AGIO,Agios Pharmaceuticals Inc.,NASDAQ
AGNC,American Capital Agency,NASDAQ
AGNCP,American Capital,NASDAQ
AGYS,Agilysys,NASDAQ
AHPI,Allied Healthcare Products,NASDAQ
AIQ,Alliance Healthcare Services,NASDAQ
AIRT,Air T,NASDAQ
AKAM,Akamai Technologies,NASDAQ
ALCO,Alico,NASDAQ
ALGN,Align Technology,NASDAQ
ALGT,Allegiant Travel Company,NASDAQ
ALIM,Alimera Sciences,NASDAQ
ALKS,Alkermes,NASDAQ
ALLT,Allot Communications Ltd,NASDAQ
ALNY,Alnylam Pharmaceuticals,NASDAQ
ALOT,Astro-Med,NASDAQ
ALTI,Altair Nanotechnologies Inc.,NASDAQ
ALTR,Altera Corp.,NASDAQ
ALVR,Alvarion Ltd,NASDAQ
AMAT,Applied Materials,NASDAQ
AMBA,Ambarella Inc.,NASDAQ
AMBC,Ambac Financial Group Inc.,NASDAQ
AMBI,Ambit Biosciences Corporation,NASDAQ
AMCF,Andatee China Marine Fuel Services,NASDAQ
AMCX,Amc Networks Inc.,NASDAQ
AMED,Amedisys Inc,NASDAQ
AMGN,Amgen Inc.,NASDAQ
AMKR,Amkor Technology,NASDAQ
AMNB,American National Bankshares,NASDAQ
AMOT,Allied Motion Technologies,NASDAQ
AMRN,Amarin Corporation Plc,NASDAQ
AMRS,Amyris,NASDAQ
AMSC,American Superconductor Corp.,NASDAQ
AMSF,Amerisafe,NASDAQ
AMSWA,American Software,NASDAQ
AMWD,American Woodmark Corp.,NASDAQ
AMZN,Amazon.Com,NASDAQ
ANDE,The Andersons,NASDAQ
ANGI,Angie's List Inc.,NASDAQ
ANGO,Angiodynamics,NASDAQ
ANIK,Anika Therapeutics Inc.,NASDAQ
ANIP,Ani Pharmaceuticals Inc.,NASDAQ
ANSS,Ansys,NASDAQ
ANTH,Anthera Pharmaceuticals,NASDAQ
AOSL,Alpha And Omega Semiconductor,NASDAQ
APEI,American Public Education,NASDAQ
APOG,Apogee Enterprises,NASDAQ
APWC,Asia Pac Wire &Cable,NASDAQ
AQU,Aquasition Corp.,NASDAQ
ARAY,Accuray Incorporated,NASDAQ
ARCC,Ares Capital Corp.,NASDAQ
ARCW,Arc Wireless Solutions,NASDAQ
ARKR,Ark Restaurants,NASDAQ
ARLP,Alliance Resource Partners L.P.,NASDAQ
AROW,Arrow Financial Corp.,NASDAQ
ARRY,Array Biopharma Inc.,NASDAQ
ARTNA,Artesian Resources Corp.,NASDAQ
ARTW,Art'S-Way Manufacturing Co.,NASDAQ
ARWR,Arrowhead Research Corp.,NASDAQ
ASCA,Ameristar Casinos,NASDAQ
ASML,Asml Holding N.V.,NASDAQ
ASPS,Altisource Portfolio Solutions S.A.,NASDAQ
ASRV,Ameriserv Financial Inc.,NASDAQ
ASTC,Astrotech Corp.,NASDAQ
ASTE,Astec Industries,NASDAQ
ASTI,Ascent Solar Technologies,NASDAQ
ASUR,Asure Software Inc,NASDAQ
ASYS,Amtech Systems,NASDAQ
ATAI,Ata Inc.,NASDAQ
ATEC,Alphatec Holdings,NASDAQ
ATHX,Athersys,NASDAQ
ATLC,Atlanticus Holdings Corp.,NASDAQ
ATLO,Ames National Corp.,NASDAQ
ATNI,Atlantic Tele-Network,NASDAQ
ATOS,Atossa Genetics Inc.,NASDAQ
ATRC,Atricure,NASDAQ
ATRI,Atrion Corp.,NASDAQ
ATRO,Astronics Corp.,NASDAQ
ATSG,Air Transport Services Group Inc,NASDAQ
ATVI,Activision Blizzard Inc,NASDAQ
AUBN,Auburn National Bancorporation,NASDAQ
AUDC,Audiocodes Ltd,NASDAQ
AVAV,Aerovironment,NASDAQ
AVGO,Avago Technologies,NASDAQ
AVHI,Av Homes Inc,NASDAQ
AVID,Avid Technology,NASDAQ
AVNW,Aviat Networks,NASDAQ
AWAY,Homeaway Inc.,NASDAQ
AWRE,Aware,NASDAQ
AXAS,Abraxas Petroleum Corp.,NASDAQ
AXDX,Accelerate Diagnostics Inc.,NASDAQ
AXGN,Lectec Corp,NASDAQ
AXTI,Axt Inc,NASDAQ
AZPN,Aspen Technology,NASDAQ
BANC,First Pactrust Bancorp,NASDAQ
BANF,Bancfirst Corp.,NASDAQ
BANFP,Bancfirst Corp.,NASDAQ
BANR,Banner Corp.,NASDAQ
BBGI,Beasley Broadcast Group,NASDAQ
BBSI,Barrett Business Services,NASDAQ
BCBP,Bcb Bancorp Inc. [Nj],NASDAQ
BCOV,Brightcove Inc.,NASDAQ
BCPC,Balchem Corp.,NASDAQ
BCRX,Biocryst Pharmaceuticals,NASDAQ
BEAT,Cardionet,NASDAQ
BEBE,Bebe Stores,NASDAQ
BECN,Beacon Roofing Supply,NASDAQ
BELFA,Bel Fuse Inc.,NASDAQ
BELFB,Bel Fuse Inc.,NASDAQ
BFIN,Bankfinancial Corp.,NASDAQ
BGCP,Bgc Partners,NASDAQ
BGFV,Big 5 Sporting Goods Corp.,NASDAQ
BGMD,Bg Medicine,NASDAQ
BIB,Ultra Nasdaq Biotechnology Proshares,NASDAQ
BICK,BICK Index First Trust,NASDAQ
BIDU,Baidu,NASDAQ
BIIB,Biogen Idec Inc,NASDAQ
BIOF,Biofuel Energy,NASDAQ
BIOL,Biolase Technology,NASDAQ
BIOS,Bioscrip,NASDAQ
BIS,Ultrashort Nasdaq Biotech Proshares,NASDAQ
BJRI,Bj's Restaurants,NASDAQ
BKCC,Blackrock Kelso Capital Corp.,NASDAQ
BKSC,Bank Of South Carolina,NASDAQ
BLDP,Ballard Power Systems,NASDAQ
BLDR,Builders Firstsource,NASDAQ
BLIN,Bridgeline Digital,NASDAQ
BLKB,Blackbaud,NASDAQ
BLMN,Bloomin' Brands Inc.,NASDAQ
BLRX,Biolinerx Ltd.,NASDAQ
BLUE,Bluebird Bio Inc.,NASDAQ
BMRC,Bank Of Marin Bancorp,NASDAQ
BMRN,Biomarin Pharmaceutical Inc.,NASDAQ
BNDX,Vanguard Total International Bo,NASDAQ
BNSO,Bonso Electronics International,NASDAQ
BODY,Body Central,NASDAQ
BOKF,Bok Financial Corp.,NASDAQ
BOLT,Bolt Technology Corp.,NASDAQ
BOOM,Dynamic Materials Corp.,NASDAQ
BOSC,B.O.S. Better Online Solutions,NASDAQ
BOTJ,Bank Of The Jame Fnl,NASDAQ
BPOP,Popular,NASDAQ
BPOPM,Popular,NASDAQ
BRID,Bridgford Foods Corp.,NASDAQ
BRKL,Brookline Bancorp,NASDAQ
BRKR,Bruker Corp.,NASDAQ
BRLI,Bio-Reference Laboratories,NASDAQ
BSET,Bassett Furniture Industries Inc.,NASDAQ
BSPM,Biostar Pharmaceuticals,NASDAQ
BSQR,Bsquare Corp.,NASDAQ
BSRR,Sierra Bancorp,NASDAQ
BUR,Burcon Nutrascience,NASDAQ
BUSE,First Busey Corp.,NASDAQ
BV,Bazaarvoice Inc.,NASDAQ
BWEN,Broadwind Energy,NASDAQ
BYFC,Broadway Financial Corp.,NASDAQ
CAAS,China Automotive Systems,NASDAQ
CAC,Camden National Corp.,NASDAQ
CACC,Credit Acceptance Corp.,NASDAQ
CACH,Cache,NASDAQ
CAFI,Camco Financial Corp.,NASDAQ
CAKE,The Cheesecake Factory Inc.,NASDAQ
CALL,Vocaltec Communications Ltd,NASDAQ
CALM,Cal-Maine Foods,NASDAQ
CAMP,Calamp,NASDAQ
CAMT,Camtek Ltd,NASDAQ
CAR,Avis Budget Group,NASDAQ
CARV,Carver Bancorp,NASDAQ
CARZ,Nasdaq Global Auto Index First Trust,NASDAQ
CASH,Meta Financial Group,NASDAQ
CASS,Cass Information Systems Inc,NASDAQ
CASY,Caseys General Stores,NASDAQ
CATY,Cathay General Bancorp,NASDAQ
CBAN,Colony Bankcorp,NASDAQ
CBNK,Chicopee Bancorp,NASDAQ
CBOE,CBOE Holdings,NASDAQ
CBRL,Cracker Barrel Old Country Store,NASDAQ
CBSH,Commerce Bancshares,NASDAQ
CCBG,Capital City Bank Group,NASDAQ
CCNE,Cnb Financial Corp.,NASDAQ
CCOI,Cogent Communications Group,NASDAQ
CCRN,Cross Country Healthcare,NASDAQ
CCUR,Concurrent Computer Corp.,NASDAQ
CDNS,Cadence Design Systems,NASDAQ
CDTI,Clean Diesel Technologies,NASDAQ
CDW,Cdw Corporation,NASDAQ
CDXS,Codexis,NASDAQ
CDZI,Cadiz,NASDAQ
CECO,Career Education Corp.,NASDAQ
CENT,Central Garden & Pet Company,NASDAQ
CENTA,Central Garden & Pet Company,NASDAQ
CENX,Century Aluminum Company,NASDAQ
CERE,Ceres Inc.,NASDAQ
CERS,Cerus Corp.,NASDAQ
CEVA,Ceva,NASDAQ
CFBK,Central Federal Corp.,NASDAQ
CFFI,C&F Financial Corp.,NASDAQ
CFFN,Capitol Federal Financial,NASDAQ
CFNB,California First National Bancorp,NASDAQ
CG,The Carlyle Group L.P.,NASDAQ
CGEN,Compugen Ltd,NASDAQ
CGNX,Cognex Corp.,NASDAQ
CGO,Calamos Global Total Return Fund,NASDAQ
CHCI,Comstock Homebuilding Companies,NASDAQ
CHCO,City Holding Company,NASDAQ
CHDN,Churchill Downs Inc.,NASDAQ
CHEF,The Chefs' Warehouse Inc.,NASDAQ
CHI,Calamos Convertible Opportunities,NASDAQ
CHKP,Check Point Software Technologies Ltd,NASDAQ
CHMG,Chemung Financial Corp,NASDAQ
CHNR,China Natural Resources,NASDAQ
CHRW,C.H. Robinson Worldwide,NASDAQ
CHSCP,Chs Inc,NASDAQ
CHTR,Charter Communications,NASDAQ
CHUY,Chuy's Holding Inc,NASDAQ
CHW,Calamos Global Dynamic,NASDAQ
CHY,Calamos Convertible And High,NASDAQ
CIDM,Cinedigm Digital Cinema Corp,NASDAQ
CIEN,Ciena Corp.,NASDAQ
CINF,Cincinnati Financial Corp.,NASDAQ
CITZ,Cfs Bancorp,NASDAQ
CIZN,Citizens Holding Company,NASDAQ
CJJD,China Jo-Jo Drugstores,NASDAQ
CLDX,Celldex Therapeutics Inc,NASDAQ
CLFD,Clearfield,NASDAQ
CLIR,Clearsign Combustion Corporatio,NASDAQ
CLMT,Calumet Specialty Products,NASDAQ
CLNE,Clean Energy Fuels,NASDAQ
CLRO,Clearone Communications Inc.,NASDAQ
CLWT,Euro Tech Holdings Company,NASDAQ
CMCO,Columbus Mckinnon Corp.,NASDAQ
CMCSA,Comcast Corp.,NASDAQ
CME,Cme Group Inc.,NASDAQ
CMLS,Cumulus Media Inc.,NASDAQ
CMRX,Chimerix Inc.,NASDAQ
CMTL,Comtech Telecommunications,NASDAQ
CNET,Chinanet Online Holdings,NASDAQ
CNMD,Conmed Corp.,NASDAQ
CNOB,Connectone Bancorp Inc.,NASDAQ
CNSL,Consolidated Communications Holdings,NASDAQ
CNTY,Century Casinos,NASDAQ
COCO,Corinthian Colleges,NASDAQ
COHR,Coherent,NASDAQ
COHU,Cohu,NASDAQ
COKE,Coca-Cola Bottling Co. Consolidated,NASDAQ
COLB,Columbia Banking System,NASDAQ
COLM,Columbia Sportswear Company,NASDAQ
CONN,Conn's,NASDAQ
COOL,Majesco Entertainment Company,NASDAQ
CORT,Corcept Therapeutics Inc.,NASDAQ
COST,Costco Wholesale Corp.,NASDAQ
CPHC,Canterbury Park Holding Corp.,NASDAQ
CPIX,Cumberland Pharmaceuticals Inc.,NASDAQ
CPLP,Capital Product Partners L.P.,NASDAQ
CPRT,Copart,NASDAQ
CPRX,Catalyst Pharmaceutical Partners,NASDAQ
CPSI,Computer Programs And Systems,NASDAQ
CPSS,Consumer Portfolio Services,NASDAQ
CPWR,Compuware Corp.,NASDAQ
CRAI,Cra Internationalinc.,NASDAQ
CREG,China Recycling Energy Corp.,NASDAQ
CRESW,Cresud S.A.C.I.F. Y A.,NASDAQ
CRESY,Cresud S.A.C.I.F. Y A.,NASDAQ
CRIS,Curis,NASDAQ
CRMT,America's Car-Mart,NASDAQ
CRNT,Ceragon Networks Ltd,NASDAQ
CROX,Crocs,NASDAQ
CRUS,Cirrus Logic,NASDAQ
CRVL,Corvel,NASDAQ
CRWS,Crown Crafts,NASDAQ
CSCO,Cisco Systems,NASDAQ
CSGP,Costar Group,NASDAQ
CSGS,Csg Systems International,NASDAQ
CSIQ,Canadian Solar Inc.,NASDAQ
CSPI,Csp Inc.,NASDAQ
CSQ,Calamos Strategic Total Return Fund,NASDAQ
CSTE,Caesarstone Sdot-Yam Ltd.,NASDAQ
CSWC,Capital Southwest Corp.,NASDAQ
CTAS,Cintas Corp.,NASDAQ
CTBI,Community Trust Bancorp,NASDAQ
CTG,Computer Task Group Inc.,NASDAQ
CTHR,Charles & Colvard Ltd,NASDAQ
CTIB,Cti Industries Corp.,NASDAQ
CTIC,Cell Therapeutics,NASDAQ
CTRN,Citi Trends,NASDAQ
CTSH,Cognizant Technology Solutions,NASDAQ
CUBA,The Herzfeld Caribbean Basin Fund,NASDAQ
CUBI,Customers Bancorp,NASDAQ
CUTR,Cutera,NASDAQ
CVBF,Cvb Financial Corp.,NASDAQ
CVCO,Cavco Industries,NASDAQ
CVCY,Central Valley Community Bancorp,NASDAQ
CVGI,Commercial Vehicle Group,NASDAQ
CVGW,Calavo Growers,NASDAQ
CVLT,Commvault Systems,NASDAQ
CVLY,Codorus Valley Bancorp Inc,NASDAQ
CVV,Cvd Equipment Corp.,NASDAQ
CWBC,Community West Bancshares,NASDAQ
CWCO,Consolidated Water Co. Ltd,NASDAQ
CWST,Casella Waste Systems,NASDAQ
CYAN,Cyanotech Corp.,NASDAQ
CYCC,Cyclacel Pharmaceuticals,NASDAQ
CYCCP,Cyclacel Pharmaceuticals,NASDAQ
CYTK,Cytokinetics Inc.,NASDAQ
CZNC,Citizens & Northern Corp,NASDAQ
CZR,Caesars Entertainment Corporati,NASDAQ
CZWI,Citizens Community Bancorp,NASDAQ
DAIO,Data I/O Corp.,NASDAQ
DAKT,Daktronics,NASDAQ
DAVE,Famous Dave's Of America,NASDAQ
DCOM,Dime Community Bancshares,NASDAQ
DCTH,Delcath Systems,NASDAQ
DECK,Deckers Outdoor Corp.,NASDAQ
DELL,Dell Inc.,NASDAQ
DENN,Denny's Corp.,NASDAQ
DGICA,Donegal Group,NASDAQ
DGICB,Donegal Group,NASDAQ
DGII,Digi International Inc.,NASDAQ
DGLY,Digital Ally,NASDAQ
DGRE,Wisdomtree Emerging Markets Div,NASDAQ
DGRS,Wisdomtree U.S. Smallcap Divide,NASDAQ
DGRW,Wisdomtree U.S. Dividend Growth,NASDAQ
DHIL,Diamond Hill Investment Group,NASDAQ
DIOD,Diodes Inc.,NASDAQ
DISH,Dish Network Corp.,NASDAQ
DJCO,Daily Journal Corp. [S.C.],NASDAQ
DLHC,Dlh Holdings Corp,NASDAQ
DLTR,Dollar Tree,NASDAQ
DMLP,Dorchester Minerals L.P.,NASDAQ
DMRC,Digimarc Corp.,NASDAQ
DORM,Dorman Products,NASDAQ
DRIV,Digital River,NASDAQ
DRRX,Durect Corp.,NASDAQ
DSGX,The Descartes Systems Group Inc.,NASDAQ
DSWL,Deswell Industries,NASDAQ
DVAX,Dynavax Technologies Corp.,NASDAQ
DWSN,Dawson Geophysical Company,NASDAQ
DXCM,Dexcom,NASDAQ
DXJS,Wisdomtree Japan Hedged Smallca,NASDAQ
DXLG,Casual Male Retail Group,NASDAQ
DXPE,Dxp Enterprises,NASDAQ
DXYN,The Dixie Group,NASDAQ
DYNT,Dynatronics Corp.,NASDAQ
DYSL,Dynasil Corporation Of America,NASDAQ
EA,Electronic Arts Inc.,NASDAQ
EAC,Erickson Air-Crane Incorporated,NASDAQ
EBAY,Ebay Inc.,NASDAQ
EBIX,Ebix Inc,NASDAQ
EBMT,Eagle Bancorp Montana,NASDAQ
EBTC,Enterprise Bancorp Inc,NASDAQ
ECPG,Encore Capital Group Inc,NASDAQ
EDAP,Edap Tms S.A.,NASDAQ
EDUC,Educational Development Corp.,NASDAQ
EEFT,Euronet Worldwide,NASDAQ
EEMA,Emrg Mkts Asia MSCI Ishares,NASDAQ
EFSC,Enterprise Financial Services Corp.,NASDAQ
EGAN,Egain Comm Cp,NASDAQ
EGBN,Eagle Bancorp,NASDAQ
EGHT,8X8 Inc,NASDAQ
EGLE,Eagle Bulk Shipping Inc.,NASDAQ
EHTH,Ehealth,NASDAQ
ELSE,Electro-Sensors,NASDAQ
ELTK,Eltek Ltd,NASDAQ
EMCB,Emrg Mkts Corporate Bond ETF Wisdomtree,NASDAQ
EMIF,S&P Emrg Mkts Infrastructure Ishares,NASDAQ
EMITF,Elbit Imaging Ltd,NASDAQ
EMKR,Emcore Corp.,NASDAQ
EML,Eastern Company,NASDAQ
EMMS,Emmis Communications Corp.,NASDAQ
ENG,Englobal Corp.,NASDAQ
ENPH,Enphase Energy Inc.,NASDAQ
ENSG,The Ensign Group,NASDAQ
ENTA,Enanta Pharmaceuticals Inc.,NASDAQ
ENTG,Entegris,NASDAQ
ENTR,Entropic Communications,NASDAQ
ENZN,Enzon Pharmaceuticals,NASDAQ
EQIX,Equinix,NASDAQ
ERIC,Lm Ericsson Telephone Company,NASDAQ
ERIE,Erie Indemnity Company,NASDAQ
ERII,Energy Recovery,NASDAQ
ESCA,Escalade Inc.,NASDAQ
ESEA,Euroseas Ltd,NASDAQ
ESGR,Enstar Group Limited,NASDAQ
ESLT,Elbit Systems Ltd,NASDAQ
ESMC,Escalon Medical,NASDAQ
ESPR,Esperion Therapeutics Inc.,NASDAQ
ESSA,Essa Bancorp,NASDAQ
EUFN,Europe Financials Index MSCI Ishares,NASDAQ
EVOL,Evolving Systems,NASDAQ
EWBC,East West Bancorp,NASDAQ
EXAS,Exact Sciences Corp.,NASDAQ
EXEL,Exelixis,NASDAQ
EXLS,Exlservice Holdings,NASDAQ
EXPD,Expeditors International Of Washington,NASDAQ
EXPE,Expedia,NASDAQ
EXPO,Exponent,NASDAQ
EXTR,Extreme Networks,NASDAQ
EZPW,Ezcorp,NASDAQ
FALC,Falconstor Software,NASDAQ
FANG,Diamondback Energy Inc.,NASDAQ
FARM,Farmer Brothers Company,NASDAQ
FARO,Faro Technologies,NASDAQ
FAST,Fastenal Company,NASDAQ
FBIZ,First Business Financial Services,NASDAQ
FBMS,The First Bancshares,NASDAQ
FBNC,First Bancorp,NASDAQ
FCAP,First Capital,NASDAQ
FCBC,First Community Bancshares,NASDAQ
FCCO,First Community Corp.,NASDAQ
FCEL,Fuelcell Energy,NASDAQ
FCFS,First Cash Financial Services,NASDAQ
FCNCA,First Citizens Bancshares,NASDAQ
FDUS,Fidus Investment Corporation,NASDAQ
FEIM,Frequency Electronics,NASDAQ
FELE,Franklin Electric Co.,NASDAQ
FFBC,First Financial Bancorp.,NASDAQ
FFIC,Flushing Financial Corp.,NASDAQ
FFIN,First Financial Bankshares,NASDAQ
FFIV,F5 Networks,NASDAQ
FFNW,First Financial Northwest,NASDAQ
FIBK,First Interstate Bancsystem,NASDAQ
FISI,Financial Institutions,NASDAQ
FISV,Fiserv,NASDAQ
FITB,Fifth Third Bancorp,NASDAQ
FIVE,Five Below Inc.,NASDAQ
FIZZ,National Beverage,NASDAQ
FLEX,Flextronics International Ltd,NASDAQ
FLIC,The First Of Long Island Corp.,NASDAQ
FLL,Full House Resorts,NASDAQ
FLWS,1-800 Flowers.Com,NASDAQ
FLXS,Flexsteel Industries,NASDAQ
FMNB,Farmers Natl Banc Corp Oh,NASDAQ
FNLC,First Bancorp Inc [Me],NASDAQ
FOLD,Amicus Therapeutics,NASDAQ
FONR,Fonar Corp.,NASDAQ
FORD,Forward Industries,NASDAQ
FORM,Formfactor,NASDAQ
FORR,Forrester Research,NASDAQ
FORTY,Formula Systems Ltd,NASDAQ
FOSL,Fossil,NASDAQ
FOX,21St Century Fox Class B,NASDAQ
FOXA,21St Century Fox Class A,NASDAQ
FOXF,Fox Factory Holding Corp.,NASDAQ
FRBK,Republic First Bancorp,NASDAQ
FREE,Freeseas Inc.,NASDAQ
FRGI,Fiesta Restaurant Group Inc.,NASDAQ
FRME,First Merchants Corp.,NASDAQ
FSBW,Fs Bancorp Inc.,NASDAQ
FSFG,First Savings Financial Group,NASDAQ
FSLR,First Solar,NASDAQ
FSTR,L.B. Foster Company,NASDAQ
FTCS,Strategic Value Index First Trust,NASDAQ
FTEK,Fuel Tech,NASDAQ
FTNT,Fortinet,NASDAQ
FTSL,First Trust Senior Loan Fund Et,NASDAQ
FULT,Fulton Financial Corp.,NASDAQ
FUNC,First United Corp.,NASDAQ
FUND,Royce Focus Trust,NASDAQ
FWRD,Forward Air Corp.,NASDAQ
GABC,German American Bancorp,NASDAQ
GAIA,Gaiam,NASDAQ
